chr1	3053046	3053052
chr1	3904283	3904333
chr1	3984948	3984950
chr1	4141020	4141042
chr1	4809647	4809699
chr1	4845623	4845626
chr1	6049391	6049436
chr1	6107823	6107833
chr1	6439093	6439094
chr1	6448166	6448169
chr1	7037464	7037474
chr1	7116083	7116092
chr1	7441826	7441850
chr1	7492527	7492567
chr1	7661707	7661708
chr1	7722819	7722837
chr1	8486369	8486376
chr1	8571995	8572007
chr1	9687317	9687363
chr1	9894474	9894488
chr1	11067475	11067533
chr1	11263193	11263193
chr1	11380809	11380821
chr1	11386537	11386580
chr1	12780741	12780764
chr1	12976341	12976354
chr1	13059873	13059881
chr1	13067144	13067179
chr1	13070343	13070362
chr1	13602594	13602671
chr1	14210815	14210829
chr1	14277621	14277639
chr1	14297920	14297922
chr1	15776999	15777070
chr1	16115364	16115374
chr1	17236105	17236125
chr1	18254206	18254231
chr1	20852686	20852691
chr1	20853381	20853382
chr1	20893916	20893922
chr1	21217029	21217037
chr1	22421057	22421100
chr1	25126578	25126596
chr1	26852644	26852662
chr1	30749705	30749719
chr1	30792346	30792349
chr1	31178418	31178442
chr1	34010359	34010424
chr1	34048497	34048511
chr1	34413229	34413252
chr1	35060439	35060442
chr1	35177263	35177263
chr1	35642611	35642632
chr1	35889081	35889124
chr1	36005763	36005796
chr1	36501772	36501792
chr1	36907488	36907520
chr1	36930549	36930550
chr1	36932553	36932561
chr1	38003177	38003186
chr1	38236198	38236217
chr1	39067325	39067353
chr1	39473040	39473093
chr1	39829477	39829504
chr1	39863303	39863316
chr1	41085267	41085279
chr1	41334986	41334995
chr1	42003231	42003238
chr1	45302767	45302784
chr1	45304348	45304380
chr1	46594523	46594533
chr1	46798286	46798305
chr1	47021155	47021193
chr1	47778822	47778843
chr1	51132128	51132184
chr1	51174911	51174934
chr1	51480743	51480755
chr1	51859883	51859897
chr1	51994554	51994554
chr1	52178084	52178085
chr1	52702868	52702885
chr1	52808949	52808989
chr1	52898204	52898275
chr1	53154918	53154936
chr1	54415271	54415285
chr1	54429720	54429726
chr1	54530261	54530287
chr1	55143391	55143404
chr1	55150504	55150551
chr1	56668224	56668252
chr1	56883172	56883213
chr1	56898117	56898122
chr1	57226323	57226325
chr1	57415075	57415077
chr1	57512538	57512567
chr1	57551686	57551701
chr1	58234589	58234674
chr1	58369295	58369318
chr1	58515178	58515208
chr1	59100486	59100531
chr1	59259729	59259753
chr1	59367843	59367869
chr1	59642459	59642480
chr1	60371218	60371244
chr1	60798105	60798131
chr1	62116221	62116230
chr1	62332679	62332695
chr1	62498738	62498758
chr1	62672312	62672312
chr1	62677733	62677764
chr1	62861867	62861929
chr1	63138719	63138762
chr1	64056552	64056566
chr1	64459053	64459078
chr1	64819453	64819502
chr1	64851347	64851379
chr1	64971988	64971990
chr1	65734692	65734706
chr1	66845683	66845689
chr1	66894312	66894318
chr1	67903548	67903573
chr1	69393359	69393384
chr1	71579301	71579362
chr1	71606925	71606931
chr1	72147389	72147412
chr1	72159663	72159681
chr1	72162377	72162386
chr1	72163567	72163582
chr1	72177558	72177566
chr1	72188426	72188435
chr1	72240554	72240606
chr1	72726585	72726605
chr1	73434064	73434136
chr1	73576106	73576145
chr1	74044670	74044672
chr1	74440020	74440054
chr1	74758300	74758301
chr1	75110992	75111015
chr1	75687810	75687819
chr1	77323778	77323796
chr1	77336002	77336011
chr1	77337203	77337236
chr1	77513147	77513174
chr1	78003182	78003209
chr1	78051332	78051332
chr1	78393011	78393068
chr1	80115306	80115307
chr1	80116653	80116662
chr1	80282682	80282682
chr1	82827790	82827892
chr1	84056176	84056205
chr1	88019189	88019200
chr1	88032671	88032680
chr1	88139668	88139686
chr1	88140621	88140621
chr1	88142283	88142285
chr1	88273773	88273816
chr1	88335421	88335426
chr1	88340813	88340840
chr1	88357777	88357779
chr1	89057702	89057723
chr1	89061960	89061981
chr1	90298052	90298113
chr1	90439441	90439478
chr1	90500179	90500204
chr1	90755640	90755651
chr1	90781207	90781221
chr1	91701989	91701995
chr1	92358516	92358535
chr1	92586866	92586880
chr1	93289943	93289970
chr1	94350597	94350658
chr1	95173928	95173978
chr1	96861155	96861228
chr1	97103876	97103909
chr1	97111480	97111497
chr1	97432715	97432772
chr1	98705238	98705263
chr1	99917033	99917059
chr1	102618153	102618157
chr1	102708387	102708387
chr1	103456252	103456317
chr1	103584895	103584909
chr1	108342014	108342014
chr1	109806099	109806114
chr1	110376435	110376443
chr1	112618380	112618388
chr1	115785704	115785812
chr1	115787009	115787009
chr1	116469606	116469637
chr1	116677368	116677373
chr1	118882558	118882597
chr1	119285820	119285846
chr1	120515452	120515486
chr1	120774987	120775051
chr1	120876746	120876761
chr1	120904397	120904409
chr1	120995181	120995226
chr1	121132992	121133009
chr1	121175547	121175556
chr1	121281385	121281424
chr1	121462529	121462581
chr1	122289321	122289339
chr1	122471659	122471680
chr1	122587039	122587075
chr1	122590905	122590919
chr1	122914927	122914951
chr1	123670480	123670509
chr1	124435020	124435024
chr1	126235814	126235853
chr1	127543095	127543126
chr1	127572502	127572510
chr1	127956900	127956903
chr1	128205354	128205414
chr1	129066572	129066575
chr1	129828539	129828609
chr1	130220047	130220068
chr1	130234559	130234581
chr1	130300090	130300099
chr1	130687735	130687791
chr1	133299365	133299435
chr1	133306488	133306489
chr1	133717961	133717965
chr1	134028591	134028624
chr1	134298826	134298832
chr1	134678568	134678591
chr1	135168072	135168081
chr1	135225403	135225411
chr1	135239288	135239310
chr1	135276027	135276036
chr1	135320266	135320268
chr1	135321066	135321069
chr1	135511017	135511030
chr1	136005740	136005773
chr1	136274840	136274908
chr1	136351670	136351675
chr1	136387158	136387178
chr1	136425772	136425808
chr1	136925242	136925260
chr1	137015708	137015709
chr1	137034202	137034224
chr1	137324364	137324375
chr1	137370228	137370244
chr1	137448823	137448834
chr1	137492135	137492150
chr1	138244179	138244182
chr1	138382986	138382987
chr1	138386859	138386872
chr1	138429752	138429766
chr1	138491334	138491339
chr1	138506703	138506717
chr1	138511588	138511602
chr1	138990692	138990692
chr1	139195150	139195162
chr1	139204197	139204222
chr1	139206897	139206897
chr1	139234990	139234990
chr1	141229013	141229017
chr1	141311247	141311253
chr1	142245890	142245901
chr1	142330082	142330086
chr1	146044632	146044682
chr1	148085261	148085284
chr1	152259292	152259327
chr1	152997886	152997948
chr1	153278175	153278220
chr1	153448280	153448306
chr1	153468447	153468455
chr1	153640843	153640848
chr1	153643163	153643176
chr1	153832840	153832858
chr1	154335520	154335561
chr1	154556143	154556169
chr1	154678059	154678059
chr1	154802506	154802524
chr1	154855518	154855553
chr1	154960181	154960196
chr1	155138908	155138921
chr1	155323197	155323235
chr1	155853112	155853133
chr1	155919775	155919780
chr1	158506493	158506498
chr1	158798259	158798263
chr1	158820359	158820368
chr1	158834803	158834810
chr1	159295785	159295835
chr1	160193021	160193051
chr1	161650012	161650019
chr1	161702629	161702649
chr1	162046668	162046677
chr1	162145860	162145872
chr1	162571624	162571632
chr1	162907449	162907457
chr1	163279816	163279866
chr1	165855087	165855111
chr1	165856640	165856668
chr1	167450848	167450855
chr1	168930478	168930497
chr1	169108005	169108006
chr1	169126422	169126449
chr1	169285405	169285436
chr1	169334821	169334828
chr1	169902508	169902546
chr1	171938383	171938431
chr1	172488314	172488329
chr1	172883361	172883386
chr1	173308292	173308299
chr1	173861042	173861065
chr1	174160107	174160139
chr1	174186629	174186647
chr1	174347559	174347564
chr1	175226691	175226727
chr1	176800880	176800885
chr1	178471052	178471058
chr1	178481155	178481155
chr1	179444411	179444415
chr1	179555414	179555417
chr1	180174928	180174938
chr1	180571505	180571507
chr1	180687455	180687457
chr1	180981076	180981076
chr1	181559935	181559941
chr1	182063617	182063618
chr1	182725502	182725554
chr1	182761569	182761569
chr1	182770543	182770545
chr1	183579287	183579297
chr1	183790394	183790422
chr1	183867020	183867053
chr1	183999914	183999932
chr1	184018658	184018694
chr1	184028047	184028054
chr1	184082061	184082077
chr1	187036411	187036427
chr1	188211496	188211514
chr1	188623753	188623770
chr1	190555176	190555176
chr1	191462524	191462528
chr1	192771022	192771044
chr1	194155849	194155871
chr1	194446516	194446516
chr1	194535575	194535601
chr1	195433024	195433076
chr1	196137754	196137754
chr1	196206776	196206818
chr1	196702007	196702019
chr2	4338097	4338106
chr2	4492609	4492617
chr2	4995476	4995522
chr2	5137446	5137447
chr2	5296608	5296612
chr2	5676933	5676940
chr2	6367100	6367119
chr2	8416505	8416510
chr2	9363871	9363884
chr2	9800829	9800914
chr2	10271967	10271979
chr2	11057558	11057568
chr2	11089802	11089807
chr2	11419603	11419631
chr2	11489015	11489032
chr2	13685893	13685960
chr2	17740173	17740185
chr2	17770592	17770599
chr2	17851207	17851213
chr2	17907037	17907039
chr2	18535859	18535867
chr2	18936020	18936031
chr2	19310845	19310877
chr2	19379814	19379892
chr2	20094759	20094813
chr2	20312084	20312089
chr2	20414289	20414291
chr2	20512161	20512193
chr2	20573062	20573077
chr2	20587221	20587232
chr2	21310607	21310613
chr2	21962850	21962862
chr2	22471812	22471832
chr2	23821040	23821084
chr2	24734438	24734455
chr2	24809954	24809963
chr2	24957905	24957922
chr2	25002705	25002708
chr2	26265021	26265031
chr2	26326158	26326181
chr2	28197030	28197080
chr2	28328513	28328519
chr2	28347810	28347837
chr2	28429558	28429583
chr2	28581594	28581603
chr2	28882285	28882298
chr2	28943147	28943185
chr2	29323233	29323260
chr2	29513820	29513830
chr2	29642606	29642606
chr2	29657754	29657774
chr2	29941892	29941896
chr2	30452181	30452192
chr2	30629938	30629982
chr2	30638497	30638504
chr2	30760920	30760934
chr2	30789959	30789982
chr2	30913357	30913363
chr2	30932110	30932112
chr2	30985795	30985800
chr2	31324871	31324898
chr2	31581031	31581062
chr2	31996730	31996759
chr2	32682928	32682932
chr2	33402835	33402839
chr2	33459609	33459626
chr2	34071702	34071739
chr2	34221747	34221753
chr2	34743588	34743640
chr2	35667987	35668010
chr2	35845490	35845510
chr2	35911400	35911400
chr2	36020840	36020852
chr2	36044287	36044303
chr2	37589478	37589479
chr2	38368350	38368357
chr2	38490959	38490960
chr2	40733051	40733082
chr2	43188040	43188041
chr2	44347473	44347477
chr2	44348606	44348626
chr2	44980712	44980718
chr2	45558483	45558497
chr2	49650075	49650159
chr2	50872069	50872082
chr2	51270338	51270356
chr2	51575759	51575766
chr2	51893476	51893503
chr2	51894256	51894262
chr2	55025590	55025616
chr2	57071914	57071991
chr2	57643891	57643939
chr2	58441826	58441848
chr2	59434843	59434857
chr2	59499356	59499398
chr2	59851738	59851738
chr2	59997911	59997915
chr2	60212292	60212321
chr2	60672044	60672055
chr2	61475603	61475654
chr2	62307427	62307477
chr2	68167069	68167074
chr2	68186988	68187015
chr2	68848830	68848837
chr2	69336971	69337009
chr2	69393496	69393528
chr2	69928606	69928618
chr2	70079887	70079917
chr2	70968284	70968309
chr2	71012325	71012400
chr2	71044129	71044137
chr2	71505207	71505251
chr2	71667623	71667636
chr2	72786539	72786551
chr2	72886956	72886958
chr2	73924454	73924462
chr2	74849099	74849150
chr2	75533101	75533102
chr2	75675046	75675046
chr2	76201235	76201237
chr2	76618792	76618829
chr2	76813098	76813100
chr2	76860658	76860673
chr2	77134355	77134401
chr2	77137801	77137848
chr2	77138868	77138881
chr2	77553457	77553540
chr2	77555693	77555743
chr2	79927623	79927678
chr2	81649848	81649853
chr2	84277644	84277672
chr2	84563296	84563298
chr2	84613809	84613876
chr2	84838237	84838259
chr2	87316792	87316843
chr2	89656745	89656750
chr2	90509553	90509581
chr2	91732568	91732647
chr2	91945103	91945103
chr2	93637210	93637226
chr2	93664308	93664310
chr2	93728735	93728750
chr2	98645294	98645333
chr2	99359239	99359250
chr2	101762476	101762491
chr2	101779912	101779948
chr2	101922402	101922419
chr2	102205041	102205045
chr2	103593052	103593061
chr2	103597028	103597083
chr2	103598720	103598735
chr2	103685933	103685945
chr2	103793964	103793968
chr2	104021185	104021186
chr2	104389650	104389662
chr2	104909634	104909646
chr2	105198822	105198826
chr2	105305038	105305047
chr2	105417403	105417403
chr2	106551889	106551895
chr2	107413228	107413239
chr2	108644900	108644922
chr2	109714248	109714264
chr2	109737352	109737358
chr2	109743111	109743194
chr2	109744149	109744169
chr2	112732817	112732844
chr2	115271611	115271612
chr2	115415053	115415099
chr2	115712123	115712137
chr2	116710428	116710433
chr2	116811546	116811549
chr2	118241179	118241186
chr2	119014011	119014087
chr2	119155477	119155542
chr2	119178055	119178098
chr2	119547174	119547187
chr2	119548999	119549023
chr2	119935619	119935619
chr2	120682799	120682841
chr2	120962119	120962138
chr2	121334682	121334685
chr2	122025917	122025918
chr2	122061732	122061738
chr2	122502279	122502334
chr2	123837196	123837229
chr2	124328710	124328732
chr2	125355650	125355672
chr2	125994019	125994079
chr2	126987730	126987736
chr2	127296871	127296907
chr2	127406312	127406396
chr2	127957010	127957022
chr2	128753384	128753439
chr2	128858412	128858422
chr2	129112465	129112474
chr2	129279325	129279350
chr2	129491461	129491471
chr2	130179662	130179668
chr2	131825065	131825095
chr2	131898079	131898138
chr2	132309314	132309343
chr2	132340900	132340936
